,검색이름,유저,맥주이름,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
41377,Budweiser ,18721,Budweiser,0.6,2,1,1,1,1
41378,Budweiser ,20040,Budweiser,0.5,1,1,1,1,1
41379,Budweiser ,12818,Budweiser,1.9,5,2,5,2,5
41380,Budweiser ,16848,Budweiser,1.2,2,2,3,1,4
41381,Budweiser ,10280,Budweiser,1.3,2,2,3,1,5
41382,Budweiser ,19871,Budweiser,2.6,3,3,7,3,10
41383,Budweiser ,19603,Budweiser,0.7,1,1,1,1,3
41384,Budweiser ,10260,Budweiser,1.0,2,2,2,1,3
41385,Budweiser ,19688,Budweiser,0.8,1,2,2,1,2
41386,Budweiser ,18091,Budweiser,1.2,1,2,3,2,4
41387,Budweiser ,19775,Budweiser,0.5,1,1,1,1,1
41388,Budweiser ,19756,Budweiser,1.0,2,1,3,1,3
41389,Budweiser ,19750,Budweiser,0.9,2,1,2,1,3
41390,Budweiser ,19682,Budweiser,0.5,1,1,1,1,1
41391,Budweiser ,18251,Budweiser,0.5,1,1,1,1,1
41392,Budweiser ,19511,Budweiser,0.6,1,2,1,1,1
41393,Budweiser ,10311,Budweiser,1.3,2,2,2,1,6
41394,Budweiser ,15579,Budweiser,1.6,3,3,3,2,5
41395,Budweiser ,18550,Budweiser,1.6,5,5,1,2,3
41396,Budweiser ,19564,Budweiser,2.1,4,3,5,2,7
41397,Budweiser ,19146,Budweiser,1.4,3,2,3,1,5
41398,Budweiser ,11029,Budweiser,0.9,1,2,2,1,3
41399,Budweiser ,16380,Budweiser,0.5,1,1,1,1,1
41400,Budweiser ,8476,Budweiser,1.3,2,2,3,2,4
41401,Budweiser ,19478,Budweiser,1.5,1,4,3,2,5
41402,Budweiser ,18675,Budweiser,0.7,1,2,1,1,2
41403,Budweiser ,19389,Budweiser,1.0,3,2,2,2,1
41404,Budweiser ,5408,Budweiser,0.5,1,1,1,1,1
41405,Budweiser ,17507,Budweiser,0.5,1,1,1,1,1
41406,Budweiser ,18811,Budweiser,1.8,2,3,4,2,7
41407,Budweiser ,19128,Budweiser,0.5,1,1,1,1,1
41408,Budweiser ,9963,Budweiser,1.0,2,1,2,2,3
41409,Budweiser ,18266,Budweiser,2.0,3,3,4,2,8
41410,Budweiser ,16372,Budweiser,1.2,5,2,1,1,3
41411,Budweiser ,18960,Budweiser,1.4,3,3,3,2,3
41412,Budweiser ,18918,Budweiser,1.0,1,3,2,2,2
41413,Budweiser ,18390,Budweiser,1.4,1,3,3,2,5
41414,Budweiser ,13929,Budweiser,2.0,4,2,4,2,8
41415,Budweiser ,6435,Budweiser,1.8,4,2,4,2,6
41416,Budweiser ,11424,Budweiser,1.3,2,2,3,1,5
41417,Budweiser ,14214,Budweiser,2.0,3,2,4,3,8
41418,Budweiser ,10440,Budweiser,0.5,1,1,1,1,1
41419,Budweiser ,6725,Budweiser,0.8,2,1,2,1,2
41420,Budweiser ,11980,Budweiser,0.8,1,3,2,1,1
41421,Budweiser ,7710,Budweiser,1.0,2,2,2,1,3
41422,Budweiser ,18809,Budweiser,5.0,10,5,10,5,20
41423,Budweiser ,17813,Budweiser,1.6,2,3,3,2,6
41424,Budweiser ,11232,Budweiser,1.2,3,1,2,2,4
41425,Budweiser ,18700,Budweiser,0.5,1,1,1,1,1
41426,Budweiser ,18576,Budweiser,0.7,1,2,1,1,2
41427,Budweiser ,18465,Budweiser,2.0,4,2,4,2,8
41428,Budweiser ,6460,Budweiser,1.7,1,2,3,2,9
41429,Budweiser ,16670,Budweiser,0.5,1,1,1,1,1
41430,Budweiser ,18392,Budweiser,2.1,2,3,3,3,10
41431,Budweiser ,12127,Budweiser,0.8,1,2,2,1,2
41432,Budweiser ,17859,Budweiser,0.7,1,1,2,2,1
41433,Budweiser ,18322,Budweiser,0.5,1,1,1,1,1
41434,Budweiser ,17388,Budweiser,1.3,2,2,3,1,5
41435,Budweiser ,16858,Budweiser,0.8,1,2,1,1,3
41436,Budweiser ,12804,Budweiser,0.5,1,1,1,1,1
41437,Budweiser ,17981,Budweiser,0.5,1,1,1,1,1
41438,Budweiser ,5628,Budweiser,0.9,2,1,2,2,2
41439,Budweiser ,16093,Budweiser,1.1,2,2,1,2,4
41440,Budweiser ,17611,Budweiser,1.0,1,2,2,1,4
41441,Budweiser ,4383,Budweiser,1.6,4,2,3,2,5
41442,Budweiser ,16681,Budweiser,1.1,2,1,3,1,4
41443,Budweiser ,8699,Budweiser,0.9,1,1,3,1,3
41444,Budweiser ,17425,Budweiser,1.9,3,2,4,2,8
41445,Budweiser ,17169,Budweiser,0.7,1,2,1,1,2
41446,Budweiser ,17110,Budweiser,0.5,1,1,1,1,1
41447,Budweiser ,17172,Budweiser,0.8,2,1,2,1,2
41448,Budweiser ,16154,Budweiser,0.9,1,1,2,2,3
41449,Budweiser ,10359,Budweiser,0.5,1,1,1,1,1
41450,Budweiser ,15473,Budweiser,0.5,1,1,1,1,1
41451,Budweiser ,16885,Budweiser,0.8,1,3,1,2,1
41452,Budweiser ,16979,Budweiser,0.8,1,2,1,2,2
41453,Budweiser ,12800,Budweiser,0.9,2,1,2,1,3
41454,Budweiser ,16918,Budweiser,1.7,4,3,1,3,6
41455,Budweiser ,16391,Budweiser,1.4,3,2,3,2,4
41456,Budweiser ,10739,Budweiser,1.5,3,2,4,1,5
41457,Budweiser ,15906,Budweiser,1.6,6,2,3,2,3
41458,Budweiser ,16624,Budweiser,0.7,1,1,2,1,2
41459,Budweiser ,16579,Budweiser,2.1,2,3,4,3,9
41460,Budweiser ,15483,Budweiser,1.7,2,2,4,2,7
41461,Budweiser ,16620,Budweiser,0.5,1,1,1,1,1
41462,Budweiser ,12976,Budweiser,0.6,1,1,2,1,1
41463,Budweiser ,15617,Budweiser,0.5,1,1,1,1,1
41464,Budweiser ,15937,Budweiser,1.5,2,2,4,2,5
41465,Budweiser ,11840,Budweiser,1.5,3,2,3,3,4
41466,Budweiser ,16339,Budweiser,0.5,1,1,1,1,1
41467,Budweiser ,16304,Budweiser,2.6,5,3,5,3,10
41468,Budweiser ,11259,Budweiser,1.2,2,2,2,2,4
41469,Budweiser ,15624,Budweiser,1.1,2,2,2,2,3
41470,Budweiser ,16095,Budweiser,0.5,1,1,1,1,1
41471,Budweiser ,15409,Budweiser,1.2,2,1,2,2,5
41472,Budweiser ,14086,Budweiser,0.8,2,1,2,1,2
41473,Budweiser ,15921,Budweiser,0.9,1,2,2,2,2
41474,Budweiser ,14944,Budweiser,1.8,3,3,2,2,8
41475,Budweiser ,15882,Budweiser,2.1,3,3,5,2,8
41476,Budweiser ,6181,Budweiser,1.5,3,2,3,2,5
41477,Budweiser ,15641,Budweiser,0.5,1,1,1,1,1
41478,Budweiser ,15844,Budweiser,2.2,4,2,5,2,9
41479,Budweiser ,15044,Budweiser,0.7,1,2,1,1,2
41480,Budweiser ,12710,Budweiser,0.9,2,2,2,1,2
41481,Budweiser ,10152,Budweiser,2.1,3,2,4,3,9
41482,Budweiser ,14844,Budweiser,1.0,2,2,2,2,2
41483,Budweiser ,15425,Budweiser,1.0,1,2,3,1,3
41484,Budweiser ,14725,Budweiser,1.1,1,1,3,1,5
41485,Budweiser ,7493,Budweiser,1.2,2,1,3,1,5
41486,Budweiser ,14451,Budweiser,0.6,1,1,2,1,1
41487,Budweiser ,10905,Budweiser,1.5,3,2,3,1,6
41488,Budweiser ,15398,Budweiser,0.6,2,1,1,1,1
41489,Budweiser ,11879,Budweiser,1.1,2,1,2,3,3
41490,Budweiser ,15218,Budweiser,5.0,10,5,10,5,20
41491,Budweiser ,13358,Budweiser,0.7,2,1,2,1,1
41492,Budweiser ,4972,Budweiser,1.0,2,1,3,1,3
41493,Budweiser ,15120,Budweiser,0.5,1,1,1,1,1
41494,Budweiser ,14581,Budweiser,0.8,1,2,1,1,3
41495,Budweiser ,2602,Budweiser,1.2,1,2,3,1,5
41496,Budweiser ,14836,Budweiser,2.7,4,3,6,2,12
41497,Budweiser ,14072,Budweiser,1.5,8,1,2,1,3
41498,Budweiser ,14071,Budweiser,1.0,1,3,2,1,3
41499,Budweiser ,9058,Budweiser,1.3,2,2,3,2,4
41500,Budweiser ,14230,Budweiser,0.9,3,1,1,2,2
41501,Budweiser ,14447,Budweiser,1.1,2,4,1,1,3
41502,Budweiser ,11026,Budweiser,2.1,4,2,4,2,9
41503,Budweiser ,14633,Budweiser,0.9,1,3,1,1,3
41504,Budweiser ,14439,Budweiser,1.5,2,2,3,2,6
41505,Budweiser ,10168,Budweiser,1.8,2,2,4,2,8
41506,Budweiser ,14352,Budweiser,2.0,4,3,4,2,7
41507,Budweiser ,2640,Budweiser,1.1,2,2,2,2,3
41508,Budweiser ,7791,Budweiser,1.7,3,2,4,2,6
41509,Budweiser ,1458,Budweiser,1.5,3,2,3,2,5
41510,Budweiser ,14309,Budweiser,2.5,4,3,5,3,10
41511,Budweiser ,7156,Budweiser,1.2,2,2,3,2,3
41512,Budweiser ,5727,Budweiser,0.7,2,1,1,1,2
41513,Budweiser ,13366,Budweiser,0.6,2,1,1,1,1
41514,Budweiser ,9748,Budweiser,3.1,5,4,5,2,15
41515,Budweiser ,14149,Budweiser,1.1,2,1,2,1,5
41516,Budweiser ,14117,Budweiser,1.6,3,1,3,1,8
41517,Budweiser ,7004,Budweiser,1.3,2,1,3,2,5
41518,Budweiser ,14104,Budweiser,1.3,2,2,3,2,4
41519,Budweiser ,13277,Budweiser,0.7,1,1,1,1,3
41520,Budweiser ,13708,Budweiser,0.6,2,1,1,1,1
41521,Budweiser ,8584,Budweiser,0.5,1,1,1,1,1
41522,Budweiser ,13903,Budweiser,2.5,6,2,5,2,10
41523,Budweiser ,14029,Budweiser,0.5,1,1,1,1,1
41524,Budweiser ,11412,Budweiser,0.5,1,1,1,1,1
41525,Budweiser ,13171,Budweiser,0.5,1,1,1,1,1
41526,Budweiser ,9509,Budweiser,1.6,3,2,3,2,6
41527,Budweiser ,11905,Budweiser,0.6,2,1,1,1,1
41528,Budweiser ,3826,Budweiser,0.5,1,1,1,1,1
41529,Budweiser ,13412,Budweiser,0.6,2,1,1,1,1
41530,Budweiser ,11056,Budweiser,0.8,2,1,2,1,2
41531,Budweiser ,11343,Budweiser,0.9,2,2,1,1,3
41532,Budweiser ,7949,Budweiser,1.0,2,2,2,1,3
41533,Budweiser ,11952,Budweiser,1.7,3,2,2,2,8
41534,Budweiser ,9953,Budweiser,0.9,2,1,2,1,3
41535,Budweiser ,9936,Budweiser,0.9,2,2,1,1,3
41536,Budweiser ,13280,Budweiser,1.4,3,1,3,2,5
41537,Budweiser ,11198,Budweiser,1.4,3,1,3,2,5
41538,Budweiser ,9659,Budweiser,1.6,1,3,2,2,8
41539,Budweiser ,13391,Budweiser,1.7,3,2,4,3,5
41540,Budweiser ,13449,Budweiser,3.7,2,2,10,3,20
41541,Budweiser ,13406,Budweiser,1.1,5,2,1,1,2
41542,Budweiser ,7637,Budweiser,2.3,2,2,6,2,11
41543,Budweiser ,13355,Budweiser,1.2,1,3,2,1,5
41544,Budweiser ,9149,Budweiser,2.7,4,5,7,4,7
41545,Budweiser ,8061,Budweiser,1.3,3,3,2,1,4
41546,Budweiser ,10189,Budweiser,0.7,1,1,1,1,3
41547,Budweiser ,7319,Budweiser,1.3,1,2,3,2,5
41548,Budweiser ,6785,Budweiser,0.5,1,1,1,1,1
41549,Budweiser ,9010,Budweiser,3.4,5,3,7,3,16
41550,Budweiser ,6927,Budweiser,2.3,4,2,5,2,10
41551,Budweiser ,12766,Budweiser,2.0,3,2,4,2,9
41552,Budweiser ,12767,Budweiser,0.6,1,1,1,1,2
41553,Budweiser ,8106,Budweiser,2.0,4,2,3,3,8
41554,Budweiser ,13170,Budweiser,2.4,4,4,4,3,9
41555,Budweiser ,13093,Budweiser,2.0,3,4,2,2,9
41556,Budweiser ,12453,Budweiser,0.6,1,1,2,1,1
41557,Budweiser ,12942,Budweiser,0.7,2,1,1,2,1
41558,Budweiser ,12320,Budweiser,0.9,2,1,2,1,3
41559,Budweiser ,12746,Budweiser,1.1,2,1,4,1,3
41560,Budweiser ,12892,Budweiser,1.2,2,2,2,2,4
41561,Budweiser ,10924,Budweiser,1.9,3,3,4,2,7
41562,Budweiser ,12531,Budweiser,0.7,1,1,2,1,2
41563,Budweiser ,10669,Budweiser,1.1,2,2,3,1,3
41564,Budweiser ,10242,Budweiser,0.5,1,1,1,1,1
41565,Budweiser ,6119,Budweiser,1.1,1,3,2,2,3
41566,Budweiser ,12496,Budweiser,3.5,7,3,7,3,15
41567,Budweiser ,12713,Budweiser,1.4,3,2,2,1,6
41568,Budweiser ,12655,Budweiser,0.7,1,2,1,1,2
41569,Budweiser ,11427,Budweiser,1.2,1,2,3,1,5
41570,Budweiser ,12620,Budweiser,0.5,1,1,1,1,1
41571,Budweiser ,6832,Budweiser,1.1,2,2,3,1,3
41572,Budweiser ,12605,Budweiser,1.2,2,2,3,2,3
41573,Budweiser ,11257,Budweiser,0.5,1,1,1,1,1
41574,Budweiser ,12460,Budweiser,0.5,1,1,1,1,1
41575,Budweiser ,1108,Budweiser,0.9,2,1,2,1,3
41576,Budweiser ,8608,Budweiser,1.5,2,2,3,2,6
41577,Budweiser ,7084,Budweiser,1.3,2,2,3,2,4
41578,Budweiser ,12355,Budweiser,1.2,2,2,2,1,5
41579,Budweiser ,7625,Budweiser,1.1,2,2,2,2,3
41580,Budweiser ,12338,Budweiser,2.6,5,3,5,3,10
41581,Budweiser ,7405,Budweiser,1.1,2,2,3,1,3
41582,Budweiser ,12166,Budweiser,0.7,1,2,2,1,1
41583,Budweiser ,10627,Budweiser,1.1,2,1,3,1,4
41584,Budweiser ,3810,Budweiser,1.3,1,1,4,2,5
41585,Budweiser ,10305,Budweiser,2.2,2,2,6,2,10
41586,Budweiser ,7034,Budweiser,1.0,2,2,1,1,4
41587,Budweiser ,11792,Budweiser,2.4,3,2,4,3,12
41588,Budweiser ,7402,Budweiser,1.2,2,2,2,3,3
41589,Budweiser ,12232,Budweiser,2.2,3,2,5,2,10
41590,Budweiser ,11152,Budweiser,1.7,3,2,3,2,7
41591,Budweiser ,11389,Budweiser,1.2,2,2,2,2,4
41592,Budweiser ,12109,Budweiser,1.5,2,3,2,2,6
41593,Budweiser ,11409,Budweiser,0.5,1,1,1,1,1
41594,Budweiser ,11735,Budweiser,1.0,2,1,2,1,4
41595,Budweiser ,11194,Budweiser,0.5,1,1,1,1,1
41596,Budweiser ,11842,Budweiser,2.3,4,2,4,3,10
41597,Budweiser ,11208,Budweiser,3.2,5,4,6,3,14
41598,Budweiser ,5011,Budweiser,1.3,3,1,3,1,5
41599,Budweiser ,10892,Budweiser,1.2,2,2,3,1,4
41600,Budweiser ,8995,Budweiser,1.0,1,2,2,1,4
41601,Budweiser ,11446,Budweiser,1.4,2,2,3,2,5
41602,Budweiser ,11221,Budweiser,1.4,2,2,2,2,6
41603,Budweiser ,11118,Budweiser,3.5,5,5,7,4,14
41604,Budweiser ,11732,Budweiser,3.4,6,4,7,3,14
41605,Budweiser ,11503,Budweiser,0.9,2,2,2,1,2
41606,Budweiser ,11454,Budweiser,0.6,1,2,1,1,1
41607,Budweiser ,11426,Budweiser,1.4,3,2,3,1,5
41608,Budweiser ,11405,Budweiser,1.3,2,3,3,1,4
41609,Budweiser ,11327,Budweiser,1.0,1,2,2,1,4
41610,Budweiser ,10837,Budweiser,1.4,3,2,3,2,4
41611,Budweiser ,7679,Budweiser,1.4,2,2,3,2,5
41612,Budweiser ,10463,Budweiser,2.1,6,2,4,3,6
41613,Budweiser ,11244,Budweiser,0.5,1,1,1,1,1
41614,Budweiser ,11207,Budweiser,2.3,3,3,4,3,10
41615,Budweiser ,11226,Budweiser,0.8,1,1,2,1,3
41616,Budweiser ,10098,Budweiser,0.5,1,1,1,1,1
41617,Budweiser ,10828,Budweiser,2.7,6,4,4,2,11
41618,Budweiser ,7018,Budweiser,1.9,2,2,4,2,9
41619,Budweiser ,11113,Budweiser,1.1,2,1,2,2,4
41620,Budweiser ,6996,Budweiser,2.9,5,4,6,3,11
41621,Budweiser ,9711,Budweiser,1.0,2,1,2,2,3
41622,Budweiser ,11064,Budweiser,4.6,8,5,10,4,19
41623,Budweiser ,10932,Budweiser,2.0,4,4,5,3,4
41624,Budweiser ,10233,Budweiser,1.0,2,1,3,1,3
41625,Budweiser ,10350,Budweiser,0.9,3,3,1,1,1
41626,Budweiser ,7537,Budweiser,0.5,1,1,1,1,1
41627,Budweiser ,10884,Budweiser,2.4,3,3,5,3,10
41628,Budweiser ,9357,Budweiser,2.1,4,2,4,2,9
41629,Budweiser ,10810,Budweiser,0.5,1,1,1,1,1
41630,Budweiser ,10764,Budweiser,3.9,3,5,9,4,18
41631,Budweiser ,10741,Budweiser,1.9,4,2,3,2,8
41632,Budweiser ,9758,Budweiser,1.4,3,2,3,2,4
41633,Budweiser ,10724,Budweiser,0.7,1,1,2,1,2
41634,Budweiser ,10662,Budweiser,1.3,1,1,3,2,6
41635,Budweiser ,9903,Budweiser,0.5,1,1,1,1,1
41636,Budweiser ,10667,Budweiser,0.9,1,3,2,1,2
41637,Budweiser ,10628,Budweiser,0.9,2,3,1,1,2
41638,Budweiser ,10612,Budweiser,2.7,4,2,6,3,12
41639,Budweiser ,8813,Budweiser,3.2,3,3,7,3,16
41640,Budweiser ,10541,Budweiser,0.8,2,1,2,1,2
41641,Budweiser ,10605,Budweiser,0.7,1,2,1,1,2
41642,Budweiser ,10426,Budweiser,1.1,2,2,2,1,4
41643,Budweiser ,7635,Budweiser,0.6,1,1,1,1,2
41644,Budweiser ,10474,Budweiser,0.5,1,1,1,1,1
41645,Budweiser ,10396,Budweiser,1.1,1,2,2,2,4
41646,Budweiser ,206,Budweiser,0.7,2,2,1,1,1
41647,Budweiser ,10439,Budweiser,0.5,1,1,1,1,1
41648,Budweiser ,9747,Budweiser,1.5,3,2,3,2,5
41649,Budweiser ,1790,Budweiser,2.3,5,2,5,3,8
41650,Budweiser ,10228,Budweiser,0.7,1,2,1,1,2
41651,Budweiser ,10368,Budweiser,4.5,9,5,9,5,17
41652,Budweiser ,9947,Budweiser,0.7,1,1,1,1,3
41653,Budweiser ,10254,Budweiser,2.2,3,2,5,2,10
41654,Budweiser ,10289,Budweiser,1.2,2,4,2,2,2
41655,Budweiser ,9002,Budweiser,1.5,4,1,3,1,6
41656,Budweiser ,10241,Budweiser,1.4,2,2,4,1,5
41657,Budweiser ,9447,Budweiser,2.1,4,2,6,2,7
41658,Budweiser ,9658,Budweiser,1.2,2,1,2,1,6
41659,Budweiser ,10070,Budweiser,1.5,2,2,2,2,7
41660,Budweiser ,10124,Budweiser,2.4,4,3,4,2,11
41661,Budweiser ,9984,Budweiser,1.2,2,3,2,2,3
41662,Budweiser ,10115,Budweiser,1.9,4,1,4,3,7
41663,Budweiser ,10095,Budweiser,1.1,2,3,2,1,3
41664,Budweiser ,10079,Budweiser,0.9,1,3,1,1,3
41665,Budweiser ,10082,Budweiser,1.2,2,1,3,2,4
41666,Budweiser ,8089,Budweiser,1.0,1,2,2,2,3
41667,Budweiser ,9605,Budweiser,0.8,1,2,2,1,2
41668,Budweiser ,10061,Budweiser,0.5,1,1,1,1,1
41669,Budweiser ,8224,Budweiser,0.5,1,1,1,1,1
41670,Budweiser ,9380,Budweiser,1.1,1,2,2,3,3
41671,Budweiser ,9296,Budweiser,2.3,2,2,6,3,10
41672,Budweiser ,9962,Budweiser,3.0,5,3,6,3,13
41673,Budweiser ,9591,Budweiser,2.9,4,4,5,3,13
41674,Budweiser ,8612,Budweiser,2.4,4,2,5,3,10
41675,Budweiser ,7948,Budweiser,1.8,4,1,3,2,8
41676,Budweiser ,6315,Budweiser,1.7,3,3,3,2,6
41677,Budweiser ,7204,Budweiser,1.3,1,2,3,2,5
41678,Budweiser ,8771,Budweiser,1.2,2,3,2,2,3
41679,Budweiser ,9686,Budweiser,1.2,2,3,3,1,3
41680,Budweiser ,9673,Budweiser,1.3,2,2,3,2,4
41681,Budweiser ,9017,Budweiser,2.4,3,3,5,2,11
41682,Budweiser ,8640,Budweiser,1.3,2,2,3,2,4
41683,Budweiser ,9074,Budweiser,1.2,2,1,3,2,4
41684,Budweiser ,9578,Budweiser,2.5,5,3,4,4,9
41685,Budweiser ,7098,Budweiser,0.7,1,1,2,1,2
41686,Budweiser ,5332,Budweiser,2.1,3,1,6,4,7
41687,Budweiser ,9216,Budweiser,1.8,3,2,3,2,8
41688,Budweiser ,8054,Budweiser,1.2,2,2,2,1,5
41689,Budweiser ,9506,Budweiser,2.4,3,3,4,2,12
41690,Budweiser ,8067,Budweiser,1.5,2,3,2,2,6
41691,Budweiser ,9409,Budweiser,3.5,6,4,7,4,14
41692,Budweiser ,8992,Budweiser,1.4,1,2,4,2,5
41693,Budweiser ,5387,Budweiser,0.7,1,1,3,1,1
41694,Budweiser ,7153,Budweiser,0.5,1,1,1,1,1
41695,Budweiser ,9386,Budweiser,1.9,3,2,4,2,8
41696,Budweiser ,8876,Budweiser,1.5,2,2,3,2,6
41697,Budweiser ,9322,Budweiser,3.0,5,5,4,3,13
41698,Budweiser ,5001,Budweiser,1.9,3,2,4,2,8
41699,Budweiser ,9316,Budweiser,4.2,8,5,8,4,17
41700,Budweiser ,9321,Budweiser,1.9,3,3,5,3,5
41701,Budweiser ,9307,Budweiser,1.6,3,2,4,2,5
41702,Budweiser ,9159,Budweiser,1.3,2,2,3,1,5
41703,Budweiser ,8587,Budweiser,1.2,3,1,2,2,4
41704,Budweiser ,9253,Budweiser,1.6,2,2,5,2,5
41705,Budweiser ,8807,Budweiser,1.4,4,1,3,1,5
41706,Budweiser ,9240,Budweiser,1.2,2,2,2,3,3
41707,Budweiser ,9130,Budweiser,2.3,5,1,6,1,10
41708,Budweiser ,8448,Budweiser,1.3,2,2,2,3,4
41709,Budweiser ,5464,Budweiser,2.8,5,5,5,3,10
41710,Budweiser ,7154,Budweiser,2.8,5,5,5,3,10
41711,Budweiser ,7062,Budweiser,1.6,3,3,3,2,5
41712,Budweiser ,9091,Budweiser,0.6,1,1,1,1,2
41713,Budweiser ,7125,Budweiser,1.0,2,1,2,1,4
41714,Budweiser ,8462,Budweiser,1.0,3,1,2,1,3
41715,Budweiser ,9054,Budweiser,0.8,1,1,2,2,2
41716,Budweiser ,8949,Budweiser,1.2,2,2,2,2,4
41717,Budweiser ,8858,Budweiser,1.3,2,3,2,2,4
41718,Budweiser ,8940,Budweiser,0.7,1,1,2,1,2
41719,Budweiser ,8942,Budweiser,1.2,3,3,2,2,2
41720,Budweiser ,8978,Budweiser,0.5,1,1,1,1,1
41721,Budweiser ,8708,Budweiser,0.9,2,1,2,1,3
41722,Budweiser ,8288,Budweiser,1.1,2,3,1,2,3
41723,Budweiser ,8345,Budweiser,1.2,2,2,2,2,4
41724,Budweiser ,8573,Budweiser,1.5,3,2,3,2,5
41725,Budweiser ,8724,Budweiser,1.4,2,2,3,2,5
41726,Budweiser ,5790,Budweiser,1.4,3,2,4,1,4
41727,Budweiser ,8814,Budweiser,1.4,3,2,3,1,5
41728,Budweiser ,5299,Budweiser,1.0,2,1,2,1,4
41729,Budweiser ,8865,Budweiser,1.4,3,2,3,2,4
41730,Budweiser ,6339,Budweiser,0.6,1,1,1,1,2
41731,Budweiser ,6526,Budweiser,2.2,6,3,5,2,6
41732,Budweiser ,8820,Budweiser,2.6,5,3,5,3,10
41733,Budweiser ,1081,Budweiser,0.9,2,2,2,1,2
41734,Budweiser ,6893,Budweiser,0.7,1,2,2,1,1
41735,Budweiser ,8798,Budweiser,0.9,2,1,2,1,3
41736,Budweiser ,8795,Budweiser,1.8,3,2,4,4,5
41737,Budweiser ,6774,Budweiser,1.3,2,2,2,2,5
41738,Budweiser ,7995,Budweiser,0.6,1,2,1,1,1
41739,Budweiser ,8601,Budweiser,1.9,4,2,3,3,7
41740,Budweiser ,8193,Budweiser,1.3,2,2,2,2,5
41741,Budweiser ,8628,Budweiser,0.9,1,4,1,1,2
41742,Budweiser ,8650,Budweiser,0.5,1,1,1,1,1
41743,Budweiser ,8580,Budweiser,1.7,4,3,3,2,5
41744,Budweiser ,7759,Budweiser,0.6,2,1,1,1,1
41745,Budweiser ,7891,Budweiser,1.8,4,1,4,2,7
41746,Budweiser ,8279,Budweiser,0.9,2,2,2,1,2
41747,Budweiser ,8363,Budweiser,0.7,3,1,1,1,1
41748,Budweiser ,8609,Budweiser,3.5,3,3,8,4,17
41749,Budweiser ,5806,Budweiser,0.9,1,1,2,2,3
41750,Budweiser ,8585,Budweiser,0.5,1,1,1,1,1
41751,Budweiser ,8575,Budweiser,0.5,1,1,1,1,1
41752,Budweiser ,1495,Budweiser,0.5,1,1,1,1,1
41753,Budweiser ,7639,Budweiser,0.5,1,1,1,1,1
41754,Budweiser ,8535,Budweiser,0.5,1,1,1,1,1
41755,Budweiser ,8263,Budweiser,0.5,1,1,1,1,1
41756,Budweiser ,8294,Budweiser,1.5,2,2,3,2,6
41757,Budweiser ,8457,Budweiser,1.7,3,2,4,3,5
41758,Budweiser ,8425,Budweiser,0.9,3,2,1,1,2
41759,Budweiser ,8341,Budweiser,1.2,2,2,2,2,4
41760,Budweiser ,6661,Budweiser,1.1,3,1,2,1,4
41761,Budweiser ,3577,Budweiser,0.6,1,1,1,1,2
41762,Budweiser ,8019,Budweiser,4.1,10,5,10,5,11
41763,Budweiser ,6666,Budweiser,0.5,1,1,1,1,1
41764,Budweiser ,8271,Budweiser,2.7,4,2,7,3,11
41765,Budweiser ,8254,Budweiser,0.5,1,1,1,1,1
41766,Budweiser ,7850,Budweiser,0.6,1,1,1,1,2
41767,Budweiser ,7510,Budweiser,1.7,3,1,4,2,7
41768,Budweiser ,7982,Budweiser,1.6,3,2,4,2,5
41769,Budweiser ,8213,Budweiser,1.0,2,2,2,1,3
41770,Budweiser ,5986,Budweiser,0.5,1,1,1,1,1
41771,Budweiser ,8148,Budweiser,0.5,1,1,1,1,1
41772,Budweiser ,7833,Budweiser,1.7,2,2,4,2,7
41773,Budweiser ,8111,Budweiser,0.5,1,1,1,1,1
41774,Budweiser ,8105,Budweiser,4.3,9,4,9,3,18
41775,Budweiser ,8098,Budweiser,1.9,4,2,4,2,7
41776,Budweiser ,8097,Budweiser,1.3,1,2,1,2,7
41777,Budweiser ,8091,Budweiser,2.9,5,2,6,3,13
41778,Budweiser ,8034,Budweiser,1.2,2,2,2,2,4
41779,Budweiser ,7692,Budweiser,1.2,2,2,2,1,5
41780,Budweiser ,7907,Budweiser,1.7,3,2,3,2,7
41781,Budweiser ,7961,Budweiser,1.4,2,4,2,1,5
41782,Budweiser ,7987,Budweiser,1.7,3,4,2,2,6
41783,Budweiser ,5131,Budweiser,1.7,3,3,3,2,6
41784,Budweiser ,7650,Budweiser,1.1,2,1,2,2,4
41785,Budweiser ,6843,Budweiser,0.8,1,2,1,1,3
41786,Budweiser ,7075,Budweiser,1.3,2,2,2,3,4
41787,Budweiser ,7944,Budweiser,0.5,1,1,1,1,1
41788,Budweiser ,7583,Budweiser,1.9,3,2,3,3,8
41789,Budweiser ,7192,Budweiser,1.1,2,1,2,2,4
41790,Budweiser ,7914,Budweiser,2.4,3,3,5,3,10
41791,Budweiser ,7550,Budweiser,1.8,3,3,2,3,7
41792,Budweiser ,7913,Budweiser,0.6,1,1,1,1,2
41793,Budweiser ,7900,Budweiser,0.8,2,2,1,1,2
41794,Budweiser ,5773,Budweiser,1.3,2,2,4,1,4
41795,Budweiser ,7904,Budweiser,0.6,1,1,1,1,2
41796,Budweiser ,7899,Budweiser,0.5,1,1,1,1,1
41797,Budweiser ,7872,Budweiser,1.0,3,1,2,2,2
41798,Budweiser ,7783,Budweiser,1.0,2,1,2,1,4
